position_at,latitude,longitude,address
2020-06-12 21:14:25+00,36.3955422222222,-80.2654666666667,"Danbury, NC 27052"
2020-06-12 21:14:37+00,36.3949777777778,-80.2661066666667,"Danbury, NC 27052"
2020-06-12 21:14:54+00,36.3948222222222,-80.2663288888889,"Danbury, NC 27052"
2020-06-12 21:15:01+00,36.3944844444445,-80.2667911111111,"Danbury, NC 27052"
2020-06-12 21:15:06+00,36.3942644444444,-80.2670933333333,"State Park Road, Danbury, NC 27052"
2020-06-12 21:15:09+00,36.3941422222222,-80.2670577777778,"State Park Road, Danbury, NC 27052"
2020-06-12 21:15:14+00,36.3938933333333,-80.2669244444444,"Visitor Center Drive, Danbury, NC 27052"
2020-06-12 21:15:16+00,36.3938288888889,-80.2670044444444,"Visitor Center Drive, Danbury, NC 27052"
2020-06-12 21:15:21+00,36.3936777777778,-80.2673777777778,"Visitor Center Drive, Danbury, NC 27052"
2020-06-12 21:15:36+00,36.3934355555556,-80.2682044444445,"Mountains-to-Sea Trail, Danbury, NC 27052"
2020-06-12 21:15:43+00,36.3931311111111,-80.2689777777778,"Fishing Path, Danbury, NC 27052"
2020-06-12 21:15:55+00,36.3928,-80.2701155555556,"Danbury, NC 27052"
2020-06-12 21:15:58+00,36.3925933333333,-80.2702666666667,"Danbury, NC 27052"
2020-06-12 21:16:11+00,36.3914866666667,-80.2710844444444,"Campground Road, Danbury, NC 27052"
2020-06-12 21:19:03+00,36.3897466666667,-80.2765422222222,"Walnut Cove, NC 27052"
2020-06-12 21:19:08+00,36.3896444444444,-80.2762488888889,"PP1280 Campground Road, Walnut Cove, NC 27052"
2020-06-12 21:21:33+00,36.3893777777778,-80.2762133333333,"PP1280 Campground Road, Walnut Cove, NC 27052"
2020-06-12 21:21:37+00,36.3893088888889,-80.2760355555556,"PP1280 Campground Road, Walnut Cove, NC 27052"
2020-06-12 21:21:44+00,36.3892622222222,-80.2755377777778,"Walnut Cove, NC 27052"
2020-06-12 21:21:50+00,36.3894377777778,-80.2750133333333,"Walnut Cove, NC 27052"
2020-06-12 21:21:57+00,36.3896111111111,-80.2745244444445,"Walnut Cove, NC 27052"
2020-06-12 21:22:12+00,36.3897888888889,-80.2732711111111,"Lower Loop, Walnut Cove, NC 27052"
2020-06-12 21:22:42+00,36.3908844444444,-80.2710844444444,"Campground Road, Danbury, NC 27052"
2020-06-12 21:22:47+00,36.3911066666667,-80.2708088888889,"Campground Road, Danbury, NC 27052"
2020-06-12 21:22:52+00,36.39138,-80.2706666666667,"Campground Road, Danbury, NC 27052"
2020-06-12 21:22:55+00,36.3915288888889,-80.2706755555556,"Campground Road, Danbury, NC 27052"
2020-06-12 21:23:00+00,36.3917355555556,-80.2707022222222,"Campground Road, Danbury, NC 27052"
2020-06-12 21:23:14+00,36.3928155555556,-80.2700622222222,"Danbury, NC 27052"
2020-06-12 21:23:17+00,36.3929977777778,-80.2697955555556,"Danbury, NC 27052"
2020-06-12 21:23:24+00,36.3931155555556,-80.26912,"Fishing Path, Danbury, NC 27052"
2020-06-12 21:23:28+00,36.39322,-80.2687644444444,"Fishing Path, Danbury, NC 27053"
2020-06-12 21:23:45+00,36.3936244444444,-80.2677511111111,"Mountains-to-Sea Trail, Danbury, NC 27052"
2020-06-12 21:23:59+00,36.39254,-80.2680711111111,"Fishing Path, Danbury, NC 27052"
2020-06-12 21:24:01+00,36.3923911111111,-80.2679733333333,"2700 Hanging Rock Park Road, Danbury, NC 27052"
2020-06-12 21:24:05+00,36.3920755555556,-80.2675822222222,"2700 Hanging Rock Park Road, Danbury, NC 27052"
2020-06-12 21:24:08+00,36.3920066666667,-80.2672711111111,"Danbury, NC 27052"
2020-06-12 21:24:18+00,36.3920444444444,-80.26624,"Danbury, NC 27052"
2020-06-12 21:24:20+00,36.3919177777778,-80.2661688888889,"2792 Hanging Rock Park Rd, Danbury, NC 27052"
2020-06-12 21:24:22+00,36.3917777777778,-80.2661866666667,"2792 Hanging Rock Park Rd, Danbury, NC 27052"
2020-06-12 21:24:24+00,36.3917044444444,-80.2662933333333,"2792 Hanging Rock Park Rd, Danbury, NC 27052"
2020-06-12 21:24:26+00,36.3916844444445,-80.2664266666667,"2792 Hanging Rock Park Rd, Danbury, NC 27052"
2020-06-12 21:24:35+00,36.3914866666667,-80.2667377777778,"2792 Hanging Rock Park Rd, Danbury, NC 27052"
2020-06-12 21:25:28+00,36.3909911111111,-80.2669155555556,"Danbury, NC 27052"
2020-06-12 21:37:57+00,36.3909644444444,-80.26696,"Danbury, NC 27052"
2020-06-12 21:38:02+00,36.3909955555556,-80.2669688888889,"Danbury, NC 27052"
2020-06-12 21:59:56+00,36.39338,-80.2693866666667,"Fishing Path, Danbury, NC 27052"
2020-06-12 22:00:00+00,36.3934777777778,-80.2698133333333,"Fishing Path, Danbury, NC 27052"
2020-06-12 22:00:01+00,36.3935044444444,-80.2699111111111,"Fishing Path, Danbury, NC 27052"
2020-06-12 22:00:08+00,36.3938866666667,-80.2703288888889,"Danbury, NC 27052"
2020-06-12 22:00:11+00,36.3941755555556,-80.2703466666667,"Danbury, NC 27052"
2020-06-12 22:00:38+00,36.3945622222222,-80.2713155555556,"Danbury, NC 27052"
2020-06-12 22:00:54+00,36.3940155555556,-80.2727644444444,"Walnut Cove, NC 27052"
2020-06-12 22:01:14+00,36.3925622222222,-80.2744977777778,"Walnut Cove, NC 27052"
2020-06-12 22:01:44+00,36.3912155555556,-80.2781866666667,"Walnut Cove, NC 27052"
2020-06-12 22:02:24+00,36.3912266666667,-80.2789244444444,"Walnut Cove, NC 27052"
2020-06-12 22:06:21+00,36.3893511111111,-80.2759111111111,"PP1280 Campground Road, Walnut Cove, NC 27052"
2020-06-12 22:06:27+00,36.3893311111111,-80.2755288888889,"Walnut Cove, NC 27052"
2020-06-12 22:06:34+00,36.3894377777778,-80.2749511111111,"Walnut Cove, NC 27052"
2020-06-12 22:06:41+00,36.3896444444444,-80.2743377777778,"Walnut Cove, NC 27052"
2020-06-12 22:06:54+00,36.38982,-80.2732977777778,"Lower Loop, Walnut Cove, NC 27052"
2020-06-12 22:07:24+00,36.3906511111111,-80.2713244444444,"Campground Road, Danbury, NC 27052"
2020-06-12 22:07:34+00,36.3909866666667,-80.2708088888889,"Campground Road, Danbury, NC 27052"
2020-06-12 22:07:38+00,36.3912,-80.2707111111111,"Campground Road, Danbury, NC 27052"
2020-06-12 22:07:41+00,36.3913755555556,-80.27072,"Campground Road, Danbury, NC 27052"
2020-06-12 22:07:47+00,36.39172,-80.2707377777778,"Campground Road, Danbury, NC 27052"
2020-06-12 22:08:03+00,36.3930177777778,-80.2700177777778,"Danbury, NC 27052"
2020-06-12 22:08:06+00,36.3931511111111,-80.2696888888889,"Fishing Path, Danbury, NC 27052"
2020-06-12 22:08:28+00,36.39376,-80.2676444444444,"State Park Road, Danbury, NC 27052"
2020-06-12 22:08:38+00,36.3939822222222,-80.2668,"Visitor Center Drive, Danbury, NC 27052"
2020-06-12 22:09:08+00,36.3952644444444,-80.26504,"Danbury, NC 27052"
2020-06-12 22:09:50+00,36.3952755555556,-80.26528,"Danbury, NC 27052"
2020-06-12 22:18:51+00,36.3953555555556,-80.2653155555556,"Danbury, NC 27052"
2020-06-12 22:18:56+00,36.3953511111111,-80.2653155555556,"Danbury, NC 27052"
2020-06-12 22:39:03+00,36.3954088888889,-80.2650933333333,"Danbury, NC 27052"
2020-06-12 22:39:08+00,36.3953711111111,-80.2651288888889,"Danbury, NC 27052"
2020-06-12 23:01:20+00,36.3953355555556,-80.2652266666667,"Danbury, NC 27052"
2020-06-12 23:01:25+00,36.3953288888889,-80.2652177777778,"Danbury, NC 27052"
2020-06-12 23:19:57+00,36.3952533333333,-80.2652888888889,"Danbury, NC 27052"
2020-06-12 23:20:02+00,36.3952444444444,-80.2652977777778,"Danbury, NC 27052"
2020-06-12 23:40:22+00,36.3952133333333,-80.2652266666667,"Danbury, NC 27052"
2020-06-12 23:40:27+00,36.39524,-80.2652444444444,"Danbury, NC 27052"
2020-06-13 00:00:36+00,36.3949888888889,-80.2660444444444,"Danbury, NC 27052"
2020-06-13 00:00:41+00,36.3949844444444,-80.2660355555556,"Danbury, NC 27052"
2020-06-13 00:21:32+00,36.3929133333333,-80.2639911111111,"Danbury, NC 27052"
2020-06-13 00:21:37+00,36.3942422222222,-80.2653422222222,"Danbury, NC 27052"
2020-06-13 00:42:03+00,36.3953333333333,-80.2651022222222,"Danbury, NC 27052"
2020-06-13 00:42:08+00,36.3953022222222,-80.2650844444444,"Danbury, NC 27052"
2020-06-13 00:54:24+00,36.3952711111111,-80.2654044444444,"Danbury, NC 27052"
2020-06-13 00:54:47+00,36.3940822222222,-80.2669688888889,"Visitor Center Drive, Danbury, NC 27052"
2020-06-13 00:54:53+00,36.39386,-80.26704,"Visitor Center Drive, Danbury, NC 27052"
2020-06-13 00:54:58+00,36.3937222222222,-80.2673866666667,"Visitor Center Drive, Danbury, NC 27052"
2020-06-13 00:55:04+00,36.3938133333333,-80.2675733333333,"State Park Road, Danbury, NC 27052"
2020-06-13 00:55:21+00,36.3955111111111,-80.2676622222222,"Upper Cascades Trail, Danbury, NC 27052"
2020-06-13 00:55:51+00,36.3988577777778,-80.2661244444444,"Maintenance Road, Danbury, NC 27053"
2020-06-13 00:55:59+00,36.3997266666667,-80.26584,"Maintenance Road, Danbury, NC 27052"
2020-06-13 00:56:02+00,36.4000022222222,-80.26592,"1090 Maintenance Rd, Danbury, NC 27052"
2020-06-13 00:56:04+00,36.4001155555556,-80.2660888888889,"1090 Maintenance Rd, Danbury, NC 27052"
2020-06-13 00:56:13+00,36.4005955555556,-80.2670933333333,"1090 Maintenance Rd, Danbury, NC 27053"
2020-06-13 00:56:17+00,36.4010133333333,-80.2671644444444,"1090 Maintenance Rd, Danbury, NC 27053"
2020-06-13 00:56:20+00,36.4013244444444,-80.2670222222222,"1090 Maintenance Rd, Danbury, NC 27053"
2020-06-13 00:56:23+00,36.4015422222222,-80.2667466666667,"1090 Maintenance Rd, Danbury, NC 27053"
2020-06-13 00:56:25+00,36.4015888888889,-80.2664977777778,"1090 Maintenance Rd, Danbury, NC 27053"
2020-06-13 00:56:37+00,36.40202,-80.2648622222222,"1060 Maintenance Road, Danbury, NC 27053"
2020-06-13 00:56:51+00,36.4028133333333,-80.2629866666667,"1065 Residence Dr, Danbury, NC 27053"
2020-06-13 00:57:02+00,36.40306,-80.2614933333333,"1065 Residence Dr, Danbury, NC 27053"
2020-06-13 00:57:19+00,36.4044577777778,-80.2594666666667,"1045 Residence Dr, Danbury, NC 27053"
2020-06-13 00:57:23+00,36.4049111111111,-80.25936,"1045 Residence Dr, Danbury, NC 27052"
2020-06-13 00:57:28+00,36.4053644444444,-80.25912,"1045 Residence Dr, Danbury, NC 27053"
2020-06-13 00:57:32+00,36.40564,-80.2587288888889,"CCC History Trail, Danbury, NC 27053"
2020-06-13 00:58:02+00,36.4075822222222,-80.2546666666667,"Danbury, NC 27052"
2020-06-13 00:58:07+00,36.4081311111111,-80.2544,"Danbury, NC 27052"
2020-06-13 00:58:26+00,36.4104955555556,-80.2538222222222,"1790 Hanging Rock Park Rd, Danbury, NC 27053"
2020-06-13 00:58:39+00,36.4118888888889,-80.2538844444444,"1790 Hanging Rock Park Rd, Danbury, NC 27053"
2020-06-13 00:58:51+00,36.4122355555556,-80.2537244444444,"Stokes County, NC 27053"
2020-06-13 00:58:54+00,36.4123533333333,-80.2538666666667,"Stokes County, NC 27053"
2020-06-13 00:59:24+00,36.4138022222222,-80.2561244444445,"3617 Moores Spring Rd, Danbury, NC 27053"
2020-06-13 01:00:10+00,36.4147155555556,-80.2566577777778,"2352 Hall Road, Danbury, NC 27053"
2020-06-13 01:00:29+00,36.417,-80.2573955555556,"3500 Moores Spring Rd, Danbury, NC 27053"
2020-06-13 01:03:35+00,36.4213533333333,-80.2890311111111,"Stokes County, NC 27053"
2020-06-13 01:03:40+00,36.4210555555556,-80.2898311111111,"Westfield, NC 27053"
2020-06-13 01:03:40+00,36.4210555555556,-80.2898311111111,"Westfield, NC 27053"
2020-06-13 01:03:44+00,36.4206266666667,-80.2903288888889,"Original Loop, Westfield, NC 27053"
2020-06-13 01:03:58+00,36.4196444444444,-80.2921333333333,"Original Loop, Westfield, NC 27053"
2020-06-13 01:04:20+00,36.4187688888889,-80.2961955555556,"2299 Moore's Springs Road, Westfield, NC 27053"
2020-06-13 01:04:50+00,36.4164244444444,-80.3010755555556,"Westfield, NC 27053"
2020-06-13 01:05:20+00,36.4147577777778,-80.3063733333333,"2025 Moores Spring Rd, Westfield, NC 27053"
2020-06-13 01:05:48+00,36.4125444444444,-80.3104177777778,"1795 Moores Spring Road, Stokes County, NC 27053"
2020-06-13 01:05:56+00,36.4118422222222,-80.3114666666667,"1795 Moores Spring Road, Westfield, NC 27053"
2020-06-13 01:06:19+00,36.4102866666667,-80.3151822222222,"1686 Moores Spring Road, Stokes County, NC 27053"
2020-06-13 01:06:23+00,36.4099088888889,-80.3153955555556,"1686 Moores Spring Road, Stokes County, NC 27053"
2020-06-13 01:06:32+00,36.4090466666667,-80.3153244444444,"1621 Moores Spring Rd, Westfield, NC 27053"
2020-06-13 01:06:36+00,36.4089422222222,-80.3152977777778,"1621 Moores Spring Rd, Westfield, NC 27053"
2020-06-13 01:06:46+00,36.4081488888889,-80.3157066666667,"1621 Moores Springs Road, Westfield, NC 27053"
2020-06-13 01:07:16+00,36.4052088888889,-80.3188533333333,"1029 Stoney Ridge Road, Westfield, NC 27053"
2020-06-13 01:07:27+00,36.40376,-80.3194488888889,"1029 Stoney Ridge Road, Stokes County, NC 27053"
2020-06-13 01:07:57+00,36.3996688888889,-80.3196977777778,"1284 Moores Spring Rd, Westfield, NC 27053"
2020-06-13 01:08:21+00,36.3962222222222,-80.3203022222222,"Westfield, NC 27053"
2020-06-13 01:08:34+00,36.3943822222222,-80.3202933333333,"Burwell Farm Road, Stokes County, NC 27053"
2020-06-13 01:08:38+00,36.3939333333333,-80.3206666666667,"Burwell Farm Road, Stokes County, NC 27053"
2020-06-13 01:09:00+00,36.3929777777778,-80.3225866666667,"3002 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:09:22+00,36.3953622222222,-80.3227466666667,"2897 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:09:26+00,36.3957244444444,-80.3232,"2897 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:09:33+00,36.39606,-80.3240444444445,"2897 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:09:51+00,36.3982466666667,-80.3248622222222,"Westfield, NC 27053"
2020-06-13 01:09:54+00,36.3985822222222,-80.3247644444444,"Westfield, NC 27053"
2020-06-13 01:09:58+00,36.3990133333333,-80.3246577777778,"Westfield, NC 27053"
2020-06-13 01:10:01+00,36.3993533333333,-80.3248088888889,"Westfield, NC 27053"
2020-06-13 01:10:03+00,36.3995088888889,-80.3250311111111,"Westfield, NC 27053"
2020-06-13 01:10:07+00,36.3996933333333,-80.3256266666667,"Westfield, NC 27053"
2020-06-13 01:10:16+00,36.3996933333333,-80.3269866666667,"Westfield, NC 27053"
2020-06-13 01:10:20+00,36.39948,-80.3275111111111,"Westfield, NC 27053"
2020-06-13 01:10:29+00,36.3986511111111,-80.3286133333333,"2579 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:10:35+00,36.3981177777778,-80.3290488888889,"2579 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:10:38+00,36.3980377777778,-80.3294311111111,"2579 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:10:50+00,36.39774,-80.3310933333333,"Westfield, NC 27053"
2020-06-13 01:10:54+00,36.3979333333333,-80.33144,"Westfield, NC 27053"
2020-06-13 01:10:56+00,36.3981088888889,-80.3314933333333,"Westfield, NC 27053"
2020-06-13 01:10:58+00,36.3983488888889,-80.3314133333333,"Westfield, NC 27053"
2020-06-13 01:11:06+00,36.3991822222222,-80.3308888888889,"Westfield, NC 27053"
2020-06-13 01:11:15+00,36.4000022222222,-80.3301066666667,"Westfield, NC 27053"
2020-06-13 01:11:17+00,36.4002111111111,-80.3301422222222,"Westfield, NC 27053"
2020-06-13 01:11:20+00,36.4005022222222,-80.3303911111111,"Westfield, NC 27053"
2020-06-13 01:11:23+00,36.4006355555556,-80.3307911111111,"Westfield, NC 27053"
2020-06-13 01:11:44+00,36.4014977777778,-80.3333777777778,"2324 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:11:46+00,36.4016422222222,-80.3333511111111,"2324 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:11:48+00,36.4017977777778,-80.3332177777778,"2324 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:12:08+00,36.4037888888889,-80.3314133333333,"2230 Taylor Rd, Westfield, NC 27053"
2020-06-13 01:12:24+00,36.4058755555556,-80.3311911111111,"2179 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:12:40+00,36.40746,-80.3294044444444,"2049 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:12:43+00,36.4078711111111,-80.32944,"2049 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:12:49+00,36.40862,-80.3298488888889,"2049 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:12:51+00,36.40874,-80.3301511111111,"2049 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:12:57+00,36.4090955555556,-80.3308444444445,"2000 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:12:59+00,36.4093088888889,-80.3309066666667,"2000 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:13:20+00,36.4119755555555,-80.3309155555556,"1924 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:13:24+00,36.4124,-80.3304355555556,"1888 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:13:29+00,36.4126711111111,-80.3296711111111,"1860 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:13:43+00,36.4133422222222,-80.3275733333333,"1795 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:13:47+00,36.4137266666667,-80.3272088888889,"1794 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:13:50+00,36.4140933333333,-80.3271822222222,"1794 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:13:52+00,36.4143222222222,-80.3272888888889,"1794 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:13:58+00,36.4149044444444,-80.3278755555556,"1794 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:14:21+00,36.4162866666667,-80.3311377777778,"Music Road, Westfield, NC 27053"
2020-06-13 01:14:23+00,36.4162244444444,-80.3313955555556,"1604 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:14:28+00,36.4161177777778,-80.3320266666667,"1604 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:14:37+00,36.4165622222222,-80.3333066666667,"1556 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:14:39+00,36.4167222222222,-80.3333955555556,"1556 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:14:41+00,36.4168933333333,-80.3333244444444,"1556 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:14:43+00,36.417,-80.3331111111111,"1605 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:14:47+00,36.4172711111111,-80.3327822222222,"1605 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:14:56+00,36.4183244444444,-80.3323288888889,"1504 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:14:59+00,36.41872,-80.3324,"1495 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:15:04+00,36.4192266666667,-80.3325688888889,"1449 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:15:10+00,36.4198533333333,-80.3324977777778,"1449 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:15:24+00,36.4212955555556,-80.3340711111111,"Nickell Farm Road, Westfield, NC 27053"
2020-06-13 01:15:39+00,36.4226844444444,-80.3359111111111,"NC 66, Westfield, NC 27053"
2020-06-13 01:15:42+00,36.4227333333333,-80.3363911111111,"NC 66, Westfield, NC 27053"
2020-06-13 01:15:47+00,36.4228466666667,-80.3371822222222,"NC 66, Westfield, NC 27053"
2020-06-13 01:15:52+00,36.42326,-80.3378222222222,"NC 66, Pinnacle, NC 27043"
2020-06-13 01:15:54+00,36.4234355555556,-80.3378844444444,"NC 66, Pinnacle, NC 27043"
2020-06-13 01:15:57+00,36.4236711111111,-80.3377422222222,"NC 66, Westfield, NC 27053"
2020-06-13 01:15:59+00,36.42374,-80.3375644444444,"NC 66, Westfield, NC 27053"
2020-06-13 01:16:01+00,36.4236555555556,-80.3373066666667,"NC 66, Pinnacle, NC 27043"
2020-06-13 01:16:07+00,36.4234155555556,-80.3365244444444,"NC 66, Pinnacle, NC 27043"
2020-06-13 01:16:09+00,36.42348,-80.33624,"NC 66, Westfield, NC 27053"
2020-06-13 01:16:12+00,36.4237488888889,-80.3359644444444,"NC 66, Westfield, NC 27053"
2020-06-13 01:16:14+00,36.4239688888889,-80.3359466666667,"NC 66, Westfield, NC 27053"
2020-06-13 01:16:20+00,36.4246177777778,-80.3363377777778,"1120 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:16:24+00,36.4249755555556,-80.33648,"1120 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:16:26+00,36.42516,-80.3363733333333,"1120 Nc 66 Hwy S, Pinnacle, NC 27043"
2020-06-13 01:16:31+00,36.4256088888889,-80.3360711111111,"1120 Nc 66 Hwy S, Pinnacle, NC 27043"
2020-06-13 01:16:38+00,36.4263688888889,-80.3361955555556,"1078 Nc 66 Hwy S, Westfield, NC 27053"
2020-06-13 01:16:44+00,36.4270066666667,-80.33632,"1049 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:16:47+00,36.4272488888889,-80.3363288888889,"1043 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:16:50+00,36.42744,-80.3365422222222,"1043 66 Hwy South, Westfield, NC 27053"
2020-06-13 01:16:54+00,36.4277533333333,-80.3368177777778,"1045 268 Hwy, Westfield, NC 27053"
2020-06-13 01:17:04+00,36.4283177777778,-80.3370311111111,"NC 268, Pinnacle, NC 27043"
2020-06-13 01:17:07+00,36.4283266666667,-80.33728,"NC 268, Pinnacle, NC 27043"
2020-06-13 01:17:35+00,36.4273955555556,-80.3419377777778,"1147 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:17:39+00,36.4270333333333,-80.3425155555556,"1147 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:17:58+00,36.4246488888889,-80.3444888888889,"NC 268, Pinnacle, NC 27043"
2020-06-13 01:18:18+00,36.4232822222222,-80.3478133333333,"NC 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:18:39+00,36.4233977777778,-80.3518488888889,"NC 268, Pinnacle, NC 27043"
2020-06-13 01:18:51+00,36.42418,-80.3540088888889,"1640 Nc 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:19:05+00,36.4256022222222,-80.3561244444444,"1632 Nc 268 Hwy, Stokes County, NC 27043"
2020-06-13 01:19:08+00,36.42558,-80.35664,"1632 Nc 268 Hwy, Stokes County, NC 27043"
2020-06-13 01:19:38+00,36.4237244444444,-80.3624177777778,"1807 Nc 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:20:08+00,36.4209666666667,-80.3679466666667,"1940 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:20:37+00,36.4173777777778,-80.3724355555556,"2175 Nc 268 Hwy, Stokes County, NC 27043"
2020-06-13 01:20:53+00,36.4174955555556,-80.3756177777778,"2231 Nc 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:20:59+00,36.4178666666667,-80.3768444444444,"2319 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:21:08+00,36.4187244444444,-80.37872,"2381 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:21:10+00,36.4186711111111,-80.3790133333333,"2381 268 Hwy, Stokes County, NC 27043"
2020-06-13 01:21:14+00,36.4183577777778,-80.3795911111111,"2402 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:23:02+00,36.4123111111111,-80.3979377777778,"2972 Nc 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:23:07+00,36.4120822222222,-80.3988533333333,"2996 268 Hwy, Pinnacle, NC 27043"
2020-06-13 01:23:33+00,36.4109044444444,-80.4041955555556,"Parks Lane, Pinnacle, NC 27043"
2020-06-13 01:23:51+00,36.4101111111111,-80.4081155555556,"1020 Double Creek Ln, Pinnacle, NC 27043"
2020-06-13 01:24:09+00,36.4097822222222,-80.4118044444444,"3372 268 Hwy, Pilot Mountain, NC 27043"
2020-06-13 01:24:14+00,36.4100577777778,-80.4127377777778,"3401 Nc 268 Hwy, Pilot Mountain, NC 27043"
2020-06-13 01:24:18+00,36.4105377777778,-80.4133244444444,"3428 Nc 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:24:36+00,36.4124333333333,-80.4161066666667,"3517 Nc 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:24:43+00,36.4127511111111,-80.4174666666667,"3538 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:24:57+00,36.4126711111111,-80.4204622222222,"3660 Nc 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:25:05+00,36.4120755555556,-80.4219377777778,"Pilot-Westfield Road, Pilot Mountain, NC 27041"
2020-06-13 01:25:10+00,36.4114222222222,-80.4225777777778,"3722 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:25:35+00,36.4077955555556,-80.4253777777778,"3864 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:25:45+00,36.4071777777778,-80.4271911111111,"3935 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:26:03+00,36.4062488888889,-80.4307111111111,"4019 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:26:07+00,36.4057377777778,-80.4312711111111,"4056 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:26:37+00,36.40086,-80.4332355555556,"4236 Nc 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:26:52+00,36.3981733333333,-80.43304,"4330 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:27:03+00,36.39626,-80.4329777777778,"4406 Nc 268 Hwy, Pilot Mountain, NC 27043"
2020-06-13 01:27:07+00,36.3957288888889,-80.4335288888889,"4412 268 Hwy, Pilot Mountain, NC 27043"
2020-06-13 01:27:34+00,36.3921088888889,-80.4375377777778,"4583 Nc 268 Hwy, Pilot Mountain, NC 27043"
2020-06-13 01:28:01+00,36.3879088888889,-80.4404533333333,"4738 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:28:06+00,36.3874622222222,-80.4413333333333,"4797 Nc 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:28:11+00,36.3873022222222,-80.4423555555556,"4814 268 Hwy, Pilot Mountain, NC 27041"
2020-06-13 01:28:36+00,36.3877222222222,-80.4476533333333,"1035 Wilkerson Drive, Pilot Mountain, NC 27041"
2020-06-13 01:29:06+00,36.3844955555556,-80.4525333333333,"156 268 East, Pilot Mountain, NC 27041"
2020-06-13 01:29:21+00,36.38342,-80.4540977777778,"701 East 52 Bypass, Pilot Mountain, NC 27041"
2020-06-13 01:29:23+00,36.3834333333333,-80.4542222222222,"701 East 52 Bypass, Pilot Mountain, NC 27041"
2020-06-13 01:29:53+00,36.3858488888889,-80.4587022222222,"425 East 52 Bypass, Pilot Mountain, NC 27041"
2020-06-13 01:30:23+00,36.3885733333333,-80.4638133333333,"110 Grateful Wy, Pilot Mountain, NC 27041"
